,Filename,Flowrate,SaPerm,MgPerm,MajorAnisotropy,MinAnisotropy,MagnesitePercentageInitial,SandPercentageInitial,MagnesitePercentageInitial.1,SandPercentageInitial.1,Porosity,OveralRate(mol/L/s),OveralRate(mol/s),AveragePorosity,pH,poriosity_change,kratio
3379,90%10% mg/50&50@4,5,1.00E-13,1.00E-12,50,50,0.1,0.9,0.088425,0.911575,0.35,-3.08E-08,-4.31E-09,35.0016262,6,0.0016262,1.00E+01
771,5050/10&1@10,5,1.00E-13,1.00E-12,10,1,0.5,0.5,0.50135,0.49865,0.35,-3.17E-08,-4.44E-09,35.0015783,8,0.0015783,1.00E+01
2766,91/50&10@1,5,1.00E-12,1.00E-13,50,10,0.1,0.9,0.09445,0.90555,0.35,-2.47E-08,-3.46E-09,35.0011237,4,0.0011237,1.00E-01
1249,8020/100&1@4,5,1.00E-13,1.00E-12,100,1,0.2,0.8,0.210325,0.789675,0.35,-3.20E-08,-4.48E-09,35.0015633,8,0.0015633,1.00E+01
708,9010/20&20@8,5,1.00E-12,1.00E-13,20,20,0.1,0.9,0.09945,0.90055,0.35,-2.29E-08,-3.21E-09,35.0010537,8,0.0010537,1.00E-01
2472,73/50&1@1,5,1.00E-12,1.00E-13,50,1,0.3,0.7,0.29515,0.70485,0.35,-4.09E-08,-5.73E-09,35.002166,4,0.002166,1.00E-01
2792,91same/10&10@2,5,1.00E-13,1.00E-13,10,10,0.1,0.9,0.103275,0.896725,0.35,-4.17E-08,-5.84E-09,35.0019105,4,0.0019105,1.00E+00
3104,73/100&10@4,5,1.00E-12,1.00E-13,100,10,0.3,0.7,0.337875,0.662125,0.35,-2.78E-08,-3.89E-09,35.0014671,6,0.0014671,1.00E-01
1860,70%30%/50&1@3,5,1.00E-13,1.00E-13,50,1,0.3,0.7,0.30005,0.69995,0.35,-3.17E-08,-4.44E-09,35.0015527,8,0.0015527,1.00E+00
2128,90%10%/20&1@10,5,1.00E-13,1.00E-13,20,1,0.1,0.9,0.0949,0.9051,0.35,-3.14E-08,-4.40E-09,35.0014899,8,0.0014899,1.00E+00
3089,73/10&10@4,5,1.00E-12,1.00E-13,10,10,0.3,0.7,0.330825,0.669175,0.35,-3.21E-08,-4.49E-09,35.001728,6,0.001728,1.00E-01
418,7030/50&10@8,5,1.00E-12,1.00E-13,50,10,0.3,0.7,0.19985,0.80015,0.35,-2.66E-08,-3.72E-09,35.0012534,8,0.0012534,1.00E-01
1461,50%50%/10&1@4,5,1.00E-13,1.00E-13,10,1,0.5,0.5,0.505125,0.494875,0.35,-3.16E-08,-4.42E-09,35.0015759,8,0.0015759,1.00E+00
1484,50%50%/100&10@7,5,1.00E-13,1.00E-13,100,10,0.5,0.5,0.482875,0.517125,0.35,-3.14E-08,-4.40E-09,35.0015292,8,0.0015292,1.00E+00
3374,90%10% mg/50&20@4,5,1.00E-13,1.00E-12,50,20,0.1,0.9,0.1313,0.8687,0.35,-2.98E-08,-4.17E-09,35.0015377,6,0.0015377,1.00E+01
3238,73same/10&10@3,5,1.00E-13,1.00E-13,10,10,0.3,0.7,0.321475,0.678525,0.35,-3.43E-08,-4.80E-09,35.001737,6,0.001737,1.00E+00
3365,90%10% mg/50&10@5,5,1.00E-13,1.00E-12,50,10,0.1,0.9,0.0982,0.9018,0.35,-2.98E-08,-4.17E-09,35.0015386,6,0.0015386,1.00E+01
851,5050/20&20@5,5,1.00E-13,1.00E-12,20,20,0.5,0.5,0.503075,0.496925,0.35,-3.16E-08,-4.42E-09,35.0015754,8,0.0015754,1.00E+01
1004,6040/20&20@9,5,1.00E-13,1.00E-12,20,20,0.4,0.6,0.398525,0.601475,0.35,-3.16E-08,-4.42E-09,35.0015713,8,0.0015713,1.00E+01
1996,80%20%/20&20@9,5,1.00E-13,1.00E-13,20,20,0.2,0.8,0.159525,0.840475,0.35,-3.40E-08,-4.76E-09,35.0015248,8,0.0015248,1.00E+00
1834,70%30%/20&1@7,5,1.00E-13,1.00E-13,20,1,0.3,0.7,0.286075,0.713925,0.35,-3.48E-08,-4.87E-09,35.0015642,8,0.0015642,1.00E+00
3153,73/50&50@3,5,1.00E-12,1.00E-13,50,50,0.3,0.7,0.21955,0.78045,0.35,-2.73E-08,-3.82E-09,35.0014385,6,0.0014385,1.00E-01
436,7030/50&20@6,5,1.00E-12,1.00E-13,50,20,0.3,0.7,0.235875,0.764125,0.35,-2.60E-08,-3.64E-09,35.0012445,8,0.0012445,1.00E-01
1316,8020/50&1@10,5,1.00E-13,1.00E-12,50,1,0.2,0.8,0.178675,0.821325,0.35,-3.16E-08,-4.42E-09,35.0015639,8,0.0015639,1.00E+01
1623,60%40%/100&100@6,5,1.00E-13,1.00E-13,100,100,0.4,0.6,0.4175,0.5825,0.35,-3.38E-08,-4.73E-09,35.0015112,8,0.0015112,1.00E+00
1480,50%50%/100&10@3,5,1.00E-13,1.00E-13,100,10,0.5,0.5,0.555925,0.444075,0.35,-3.27E-08,-4.58E-09,35.0015453,8,0.0015453,1.00E+00
1648,60%40%/100&20@10,5,1.00E-13,1.00E-13,100,20,0.4,0.6,0.429525,0.570475,0.35,-3.34E-08,-4.68E-09,35.0015166,8,0.0015166,1.00E+00
1003,6040/20&20@8,5,1.00E-13,1.00E-12,20,20,0.4,0.6,0.3803,0.6197,0.35,-3.16E-08,-4.42E-09,35.0015669,8,0.0015669,1.00E+01
1278,8020/20&10@3,5,1.00E-13,1.00E-12,20,10,0.2,0.8,0.2203,0.7797,0.35,-3.18E-08,-4.45E-09,35.0015567,8,0.0015567,1.00E+01
1823,70%30%/20&10@6,5,1.00E-13,1.00E-13,20,10,0.3,0.7,0.2899,0.7101,0.35,-3.56E-08,-4.98E-09,35.0015557,8,0.0015557,1.00E+00
3500,91same/20&10@5,5,1.00E-13,1.00E-13,20,10,0.1,0.9,0.0921,0.9079,0.35,-3.16E-08,-4.42E-09,35.0015303,6,0.0015303,1.00E+00
3367,90%10% mg/50&1@2,5,1.00E-13,1.00E-12,50,1,0.1,0.9,0.09,0.91,0.35,-3.19E-08,-4.46E-09,35.0017172,6,0.0017172,1.00E+01
1836,70%30%/20&1@9,5,1.00E-13,1.00E-13,20,1,0.3,0.7,0.298675,0.701325,0.35,-3.17E-08,-4.44E-09,35.0015633,8,0.0015633,1.00E+00
3320,90%10% mg/10&1@5,5,1.00E-13,1.00E-12,10,1,0.1,0.9,0.096125,0.903875,0.35,-3.22E-08,-4.51E-09,35.0017293,6,0.0017293,1.00E+01
2352,55/100&100@1,5,1.00E-12,1.00E-13,100,100,0.5,0.5,0.431425,0.568575,0.35,-4.16E-08,-5.82E-09,35.0021704,4,0.0021704,1.00E-01
2282,5050same/100&10@1,5,1.00E-13,1.00E-13,100,10,0.5,0.5,0.488675,0.511325,0.35,-4.12E-08,-5.77E-09,35.0019848,4,0.0019848,1.00E+00
1546,50%50%/20&20@9,5,1.00E-13,1.00E-13,20,20,0.5,0.5,0.4894,0.5106,0.35,-3.49E-08,-4.89E-09,35.0015684,8,0.0015684,1.00E+00
335,7030/100&100@5,5,1.00E-12,1.00E-13,100,100,0.3,0.7,0.232475,0.767525,0.35,-1.56E-08,-2.18E-09,35.0007384,8,0.0007384,1.00E-01
88,50%50%/20&10@8,5,1.00E-12,1.00E-13,20,10,0.5,0.5,0.4188,0.5812,0.35,-3.20E-08,-4.48E-09,35.0015589,8,0.0015589,1.00E-01
874,5050/50&1@9,5,1.00E-13,1.00E-12,50,1,0.5,0.5,0.50465,0.49535,0.35,-3.17E-08,-4.44E-09,35.001576,8,0.001576,1.00E+01
3070,55/50&1@5,5,1.00E-12,1.00E-13,50,1,0.5,0.5,0.484025,0.515975,0.35,-3.20E-08,-4.48E-09,35.0017327,6,0.0017327,1.00E-01
543,8020/20&1@3,5,1.00E-12,1.00E-13,20,1,0.2,0.8,0.202525,0.797475,0.35,-3.23E-08,-4.52E-09,35.0015312,8,0.0015312,1.00E-01
1241,8020/100&10@6,5,1.00E-13,1.00E-12,100,10,0.2,0.8,0.15425,0.84575,0.35,-3.00E-08,-4.20E-09,35.001431,8,0.001431,1.00E+01
1880,70%30%/50&50@3,5,1.00E-13,1.00E-13,50,50,0.3,0.7,0.21955,0.78045,0.35,-3.06E-08,-4.28E-09,35.0013906,8,0.0013906,1.00E+00
3376,90%10% mg/50&50@1,5,1.00E-13,1.00E-12,50,50,0.1,0.9,0.115675,0.884325,0.35,-3.13E-08,-4.38E-09,35.0015805,6,0.0015805,1.00E+01
3117,73/100&50@2,5,1.00E-12,1.00E-13,100,50,0.3,0.7,0.1728,0.8272,0.35,-1.58E-08,-2.22E-09,35.0008217,6,0.0008217,1.00E-01
2269,5050same/10&10@3,5,1.00E-13,1.00E-13,10,10,0.5,0.5,0.511625,0.488375,0.35,-4.39E-08,-6.15E-09,35.0020153,4,0.0020153,1.00E+00
319,7030/10&10@9,5,1.00E-12,1.00E-13,10,10,0.3,0.7,0.27995,0.72005,0.35,-3.23E-08,-4.52E-09,35.0015589,8,0.0015589,1.00E-01
519,8020/100&20@9,5,1.00E-12,1.00E-13,100,20,0.2,0.8,0.1831,0.8169,0.35,-1.52E-08,-2.13E-09,35.0007194,8,0.0007194,1.00E-01
2719,91/10&10@4,5,1.00E-12,1.00E-13,10,10,0.1,0.9,0.10235,0.89765,0.35,-3.69E-08,-5.17E-09,35.0016972,4,0.0016972,1.00E-01
878,5050/50&20@3,5,1.00E-13,1.00E-12,50,20,0.5,0.5,0.487125,0.512875,0.35,-3.16E-08,-4.42E-09,35.0015729,8,0.0015729,1.00E+01
825,5050/100&50@8,5,1.00E-13,1.00E-12,100,50,0.5,0.5,0.42575,0.57425,0.35,-3.16E-08,-4.42E-09,35.0015552,8,0.0015552,1.00E+01
1290,8020/20&1@5,5,1.00E-13,1.00E-12,20,1,0.2,0.8,0.189625,0.810375,0.35,-3.20E-08,-4.48E-09,35.0015694,8,0.0015694,1.00E+01
2999,5050same/50&20@4,5,1.00E-13,1.00E-13,50,20,0.5,0.5,0.50685,0.49315,0.35,-3.28E-08,-4.60E-09,35.0017274,6,0.0017274,1.00E+00
2976,5050same/20&1@1,5,1.00E-13,1.00E-13,20,1,0.5,0.5,0.5076,0.4924,0.35,-3.35E-08,-4.70E-09,35.0017421,6,0.0017421,1.00E+00
138,50%50%/50&20@8,5,1.00E-12,1.00E-13,50,20,0.5,0.5,0.48235,0.51765,0.35,-3.15E-08,-4.41E-09,35.0015302,8,0.0015302,1.00E-01
163,6040/10&10@3,5,1.00E-12,1.00E-13,10,10,0.4,0.6,0.40535,0.59465,0.35,-3.18E-08,-4.45E-09,35.0015671,8,0.0015671,1.00E-01
1618,60%40%/100&100@10,5,1.00E-13,1.00E-13,100,100,0.4,0.6,0.3093,0.6907,0.35,-3.11E-08,-4.35E-09,35.0013517,8,0.0013517,1.00E+00
3306,90%10% mg/1&1@1,5,1.00E-13,1.00E-12,1,1,0.1,0.9,0.097275,0.902725,0.35,-3.40E-08,-4.76E-09,35.0017398,6,0.0017398,1.00E+01
1791,70%30%/100&1@4,5,1.00E-13,1.00E-13,100,1,0.3,0.7,0.3211,0.6789,0.35,-3.30E-08,-4.62E-09,35.0015485,8,0.0015485,1.00E+00
1045,7030/1&1@1,5,1.00E-13,1.00E-12,1,1,0.3,0.7,0.296625,0.703375,0.35,-3.18E-08,-4.45E-09,35.0015779,8,0.0015779,1.00E+01
960,6040/100&20@5,5,1.00E-13,1.00E-12,100,20,0.4,0.6,0.414275,0.585725,0.35,-3.16E-08,-4.42E-09,35.0015612,8,0.0015612,1.00E+01
1750,70%30%/10&10@3,5,1.00E-13,1.00E-13,10,10,0.3,0.7,0.321475,0.678525,0.35,-3.30E-08,-4.62E-09,35.001568,8,0.001568,1.00E+00
3001,5050same/50&50@1,5,1.00E-13,1.00E-13,50,50,0.5,0.5,0.5021,0.4979,0.35,-3.31E-08,-4.64E-09,35.0017404,6,0.0017404,1.00E+00
2654,90%10% mg/100&100@4,5,1.00E-13,1.00E-12,100,100,0.1,0.9,0.013325,0.986675,0.35,-1.12E-08,-1.57E-09,35.0005109,4,0.0005109,1.00E+01
1504,50%50%/100&20@7,5,1.00E-13,1.00E-13,100,20,0.5,0.5,0.459275,0.540725,0.35,-3.28E-08,-4.59E-09,35.0015298,8,0.0015298,1.00E+00
2703,90%10% mg/50&20@3,5,1.00E-13,1.00E-12,50,20,0.1,0.9,0.112725,0.887275,0.35,-4.13E-08,-5.78E-09,35.0019378,4,0.0019378,1.00E+01
3451,91/50&50@1,5,1.00E-12,1.00E-13,50,50,0.1,0.9,0.115675,0.884325,0.35,-1.51E-08,-2.11E-09,35.0007838,6,0.0007838,1.00E-01
1059,7030/10&10@4,5,1.00E-13,1.00E-12,10,10,0.3,0.7,0.330825,0.669175,0.35,-3.20E-08,-4.48E-09,35.0015701,8,0.0015701,1.00E+01
3492,91same/100&50@2,5,1.00E-13,1.00E-13,100,50,0.1,0.9,0.1148,0.8852,0.35,-2.00E-08,-2.80E-09,35.0009938,6,0.0009938,1.00E+00
655,9010/100&1@5,5,1.00E-12,1.00E-13,100,1,0.1,0.9,0.0789,0.9211,0.35,-1.95E-08,-2.73E-09,35.0008941,8,0.0008941,1.00E-01
2064,90%10%/10&1@7,5,1.00E-13,1.00E-13,10,1,0.1,0.9,0.1057,0.8943,0.35,-3.20E-08,-4.48E-09,35.0015288,8,0.0015288,1.00E+00
2712,91/1&1@2,5,1.00E-12,1.00E-13,1,1,0.1,0.9,0.099125,0.900875,0.35,-4.06E-08,-5.68E-09,35.0019757,4,0.0019757,1.00E-01
137,50%50%/50&20@7,5,1.00E-12,1.00E-13,50,20,0.5,0.5,0.542125,0.457875,0.35,-3.17E-08,-4.44E-09,35.001534,8,0.001534,1.00E-01
3397,91/100&100@2,5,1.00E-12,1.00E-13,100,100,0.1,0.9,0.16095,0.83905,0.35,-1.16E-08,-1.63E-09,35.0006082,6,0.0006082,1.00E-01
1976,80%20%/20&10@9,5,1.00E-13,1.00E-13,20,10,0.2,0.8,0.183725,0.816275,0.35,-3.17E-08,-4.44E-09,35.0015343,8,0.0015343,1.00E+00
1581,50%50%/50&50@4,5,1.00E-13,1.00E-13,50,50,0.5,0.5,0.471125,0.528875,0.35,-3.64E-08,-5.10E-09,35.0015564,8,0.0015564,1.00E+00
697,9010/20&1@7,5,1.00E-12,1.00E-13,20,1,0.1,0.9,0.097525,0.902475,0.35,-2.85E-08,-3.99E-09,35.001344,8,0.001344,1.00E-01
1097,7030/100&1@2,5,1.00E-13,1.00E-12,100,1,0.3,0.7,0.291925,0.708075,0.35,-3.17E-08,-4.44E-09,35.0015707,8,0.0015707,1.00E+01
2706,90%10% mg/50&50@1,5,1.00E-13,1.00E-12,50,50,0.1,0.9,0.115675,0.884325,0.35,-4.01E-08,-5.61E-09,35.001803,4,0.001803,1.00E+01
3409,91/100&1@4,5,1.00E-12,1.00E-13,100,1,0.1,0.9,0.0945,0.9055,0.35,-2.23E-08,-3.13E-09,35.0011287,6,0.0011287,1.00E-01
2453,73/20&10@2,5,1.00E-12,1.00E-13,20,10,0.3,0.7,0.2898,0.7102,0.35,-4.14E-08,-5.80E-09,35.0021516,4,0.0021516,1.00E-01
2496,73mg/10&1@1,5,1.00E-13,1.00E-12,10,1,0.3,0.7,0.295375,0.704625,0.35,-4.12E-08,-5.77E-09,35.002211,4,0.002211,1.00E+01
1392,9010/20&20@10,5,1.00E-13,1.00E-12,20,20,0.1,0.9,0.09605,0.90395,0.35,-3.12E-08,-4.37E-09,35.0014865,8,0.0014865,1.00E+01
3416,91/100&50@1,5,1.00E-12,1.00E-13,100,50,0.1,0.9,0.095675,0.904325,0.35,-1.05E-08,-1.46E-09,35.0005383,6,0.0005383,1.00E-01
1266,8020/100&50@10,5,1.00E-13,1.00E-12,100,50,0.2,0.8,0.1838,0.8162,0.35,-2.81E-08,-3.93E-09,35.0013337,8,0.0013337,1.00E+01
2375,55/100&50@4,5,1.00E-12,1.00E-13,100,50,0.5,0.5,0.4463,0.5537,0.35,-3.79E-08,-5.31E-09,35.0019603,4,0.0019603,1.00E-01
2365,55/100&1@4,5,1.00E-12,1.00E-13,100,1,0.5,0.5,0.541175,0.458825,0.35,-4.11E-08,-5.75E-09,35.0022031,4,0.0022031,1.00E-01
135,50%50%/50&20@5,5,1.00E-12,1.00E-13,50,20,0.5,0.5,0.50685,0.49315,0.35,-3.18E-08,-4.45E-09,35.001548,8,0.001548,1.00E-01
1169,7030/50&1@4,5,1.00E-13,1.00E-12,50,1,0.3,0.7,0.330825,0.669175,0.35,-3.17E-08,-4.44E-09,35.0015729,8,0.0015729,1.00E+01
2574,73same/10&1@4,5,1.00E-13,1.00E-13,10,1,0.3,0.7,0.30445,0.69555,0.35,-4.13E-08,-5.78E-09,35.0022056,4,0.0022056,1.00E+00
2135,90%10%/20&1@8,5,1.00E-13,1.00E-13,20,1,0.1,0.9,0.1035,0.8965,0.35,-3.30E-08,-4.62E-09,35.0014935,8,0.0014935,1.00E+00
1503,50%50%/100&20@6,5,1.00E-13,1.00E-13,100,20,0.5,0.5,0.499325,0.500675,0.35,-3.31E-08,-4.63E-09,35.0015464,8,0.0015464,1.00E+00
1362,9010/100&1@6,5,1.00E-13,1.00E-12,100,1,0.1,0.9,0.072675,0.927325,0.35,-3.14E-08,-4.40E-09,35.001479,8,0.001479,1.00E+01
2805,91same/100&100@5,5,1.00E-13,1.00E-13,100,100,0.1,0.9,0.194525,0.805475,0.35,-3.36E-08,-4.70E-09,35.0014662,4,0.0014662,1.00E+00
148,50%50%/50&50@8,5,1.00E-12,1.00E-13,50,50,0.5,0.5,0.47545,0.52455,0.35,-3.03E-08,-4.24E-09,35.0014836,8,0.0014836,1.00E-01
303,7030/1&1@3,5,1.00E-12,1.00E-13,1,1,0.3,0.7,0.3018,0.6982,0.35,-3.19E-08,-4.47E-09,35.0015751,8,0.0015751,1.00E-01
1017,6040/50&1@2,5,1.00E-13,1.00E-12,50,1,0.4,0.6,0.4018,0.5982,0.35,-3.16E-08,-4.42E-09,35.0015758,8,0.0015758,1.00E+01
1924,80%20%/100&100@7,5,1.00E-13,1.00E-13,100,100,0.2,0.8,0.047925,0.952075,0.35,-1.77E-08,-2.48E-09,35.0007478,8,0.0007478,1.00E+00
1052,7030/1&1@7,5,1.00E-13,1.00E-12,1,1,0.3,0.7,0.296525,0.703475,0.35,-3.21E-08,-4.49E-09,35.0015781,8,0.0015781,1.00E+01
3198,73mg/20&10@3,5,1.00E-13,1.00E-12,20,10,0.3,0.7,0.309425,0.690575,0.35,-3.18E-08,-4.45E-09,35.0017357,6,0.0017357,1.00E+01
2413,73/1&1@2,5,1.00E-12,1.00E-13,1,1,0.3,0.7,0.29795,0.70205,0.35,-4.16E-08,-5.82E-09,35.0022108,4,0.0022108,1.00E-01
2637,90%10% mg/1&1@2,5,1.00E-13,1.00E-12,1,1,0.1,0.9,0.099125,0.900875,0.35,-4.31E-08,-6.03E-09,35.0019935,4,0.0019935,1.00E+01
2751,91/20&10@1,5,1.00E-12,1.00E-13,20,10,0.1,0.9,0.097825,0.902175,0.35,-3.26E-08,-4.56E-09,35.0014973,4,0.0014973,1.00E-01
1904,80%20%/10&10@7,5,1.00E-13,1.00E-13,10,10,0.2,0.8,0.206125,0.793875,0.35,-3.76E-08,-5.26E-09,35.0015597,8,0.0015597,1.00E+00
3042,55/100&50@2,5,1.00E-12,1.00E-13,100,50,0.5,0.5,0.4554,0.5446,0.35,-3.20E-08,-4.48E-09,35.0016932,6,0.0016932,1.00E-01
198,6040/100&10@8,5,1.00E-12,1.00E-13,100,10,0.4,0.6,0.30595,0.69405,0.35,-2.65E-08,-3.71E-09,35.0012738,8,0.0012738,1.00E-01
1768,70%30%/100&100@10,5,1.00E-13,1.00E-13,100,100,0.3,0.7,0.324275,0.675725,0.35,-3.29E-08,-4.61E-09,35.0015384,8,0.0015384,1.00E+00
2240,5050mg/20&20@4,5,1.00E-13,1.00E-12,20,20,0.5,0.5,0.501325,0.498675,0.35,-4.08E-08,-5.71E-09,35.0021975,4,0.0021975,1.00E+01
404,7030/20&20@4,5,1.00E-12,1.00E-13,20,20,0.3,0.7,0.3534,0.6466,0.35,-3.17E-08,-4.44E-09,35.0015436,8,0.0015436,1.00E-01
3111,73/100&20@1,5,1.00E-12,1.00E-13,100,20,0.3,0.7,0.3435,0.6565,0.35,-2.53E-08,-3.55E-09,35.0013391,6,0.0013391,1.00E-01
3499,91same/20&10@4,5,1.00E-13,1.00E-13,20,10,0.1,0.9,0.101475,0.898525,0.35,-2.93E-08,-4.10E-09,35.0015264,6,0.0015264,1.00E+00
483,8020/100&100@3,5,1.00E-12,1.00E-13,100,100,0.2,0.8,0.2202,0.7798,0.35,-1.86E-08,-2.60E-09,35.0008858,8,0.0008858,1.00E-01
1182,7030/50&20@7,5,1.00E-13,1.00E-12,50,20,0.3,0.7,0.229225,0.770775,0.35,-3.19E-08,-4.47E-09,35.0015421,8,0.0015421,1.00E+01
1339,8020/50&50@4,5,1.00E-13,1.00E-12,50,50,0.2,0.8,0.219275,0.780725,0.35,-3.17E-08,-4.44E-09,35.0015196,8,0.0015196,1.00E+01
1280,8020/20&10@5,5,1.00E-13,1.00E-12,20,10,0.2,0.8,0.1954,0.8046,0.35,-3.18E-08,-4.45E-09,35.0015522,8,0.0015522,1.00E+01
1031,6040/50&20@6,5,1.00E-13,1.00E-12,50,20,0.4,0.6,0.4152,0.5848,0.35,-3.16E-08,-4.42E-09,35.0015533,8,0.0015533,1.00E+01
791,5050/100&10@3,5,1.00E-13,1.00E-12,100,10,0.5,0.5,0.555925,0.444075,0.35,-3.16E-08,-4.42E-09,35.0015679,8,0.0015679,1.00E+01
799,5050/100&1@10,5,1.00E-13,1.00E-12,100,1,0.5,0.5,0.473075,0.526925,0.35,-3.17E-08,-4.44E-09,35.0015762,8,0.0015762,1.00E+01
2432,73/100&10@1,5,1.00E-12,1.00E-13,100,10,0.3,0.7,0.2899,0.7101,0.35,-3.09E-08,-4.33E-09,35.0016169,4,0.0016169,1.00E-01
1201,8020/1&1@6,5,1.00E-13,1.00E-12,1,1,0.2,0.8,0.1998,0.8002,0.35,-3.31E-08,-4.63E-09,35.0015764,8,0.0015764,1.00E+01
422,7030/50&1@2,5,1.00E-12,1.00E-13,50,1,0.3,0.7,0.298675,0.701325,0.35,-3.18E-08,-4.45E-09,35.0015386,8,0.0015386,1.00E-01
2362,55/100&1@1,5,1.00E-12,1.00E-13,100,1,0.5,0.5,0.524475,0.475525,0.35,-4.09E-08,-5.73E-09,35.0022036,4,0.0022036,1.00E-01
3474,91same/100&100@4,5,1.00E-13,1.00E-13,100,100,0.1,0.9,0.013325,0.986675,0.35,-5.66E-09,-7.92E-10,35.0002823,6,0.0002823,1.00E+00
1883,70%30%/50&50@6,5,1.00E-13,1.00E-13,50,50,0.3,0.7,0.34415,0.65585,0.35,-3.47E-08,-4.86E-09,35.0014889,8,0.0014889,1.00E+00
3444,91/50&1@4,5,1.00E-12,1.00E-13,50,1,0.1,0.9,0.10065,0.89935,0.35,-2.53E-08,-3.54E-09,35.0013184,6,0.0013184,1.00E-01
1479,50%50%/100&10@2,5,1.00E-13,1.00E-13,100,10,0.5,0.5,0.4369,0.5631,0.35,-3.15E-08,-4.41E-09,35.0015296,8,0.0015296,1.00E+00
2591,73same/100&20@1,5,1.00E-13,1.00E-13,100,20,0.3,0.7,0.3435,0.6565,0.35,-3.64E-08,-5.10E-09,35.0018992,4,0.0018992,1.00E+00
1928,80%20%/100&10@10,5,1.00E-13,1.00E-13,100,10,0.2,0.8,0.1797,0.8203,0.35,-2.77E-08,-3.88E-09,35.0012117,8,0.0012117,1.00E+00
2943,5050same/10&1@3,5,1.00E-13,1.00E-13,10,1,0.5,0.5,0.5051,0.4949,0.35,-3.20E-08,-4.48E-09,35.0017453,6,0.0017453,1.00E+00
1529,50%50%/20&1@2,5,1.00E-13,1.00E-13,20,1,0.5,0.5,0.508275,0.491725,0.35,-3.33E-08,-4.66E-09,35.0015747,8,0.0015747,1.00E+00
902,6040/1&1@7,5,1.00E-13,1.00E-12,1,1,0.4,0.6,0.398425,0.601575,0.35,-3.17E-08,-4.44E-09,35.0015788,8,0.0015788,1.00E+01
685,9010/20&10@5,5,1.00E-12,1.00E-13,20,10,0.1,0.9,0.0921,0.9079,0.35,-2.34E-08,-3.28E-09,35.0010832,8,0.0010832,1.00E-01
1551,50%50%/50&10@4,5,1.00E-13,1.00E-13,50,10,0.5,0.5,0.49745,0.50255,0.35,-3.39E-08,-4.75E-09,35.00156,8,0.00156,1.00E+00
3212,73mg/50&10@2,5,1.00E-13,1.00E-12,50,10,0.3,0.7,0.3248,0.6752,0.35,-3.18E-08,-4.45E-09,35.0017247,6,0.0017247,1.00E+01
159,6040/1&1@9,5,1.00E-12,1.00E-13,1,1,0.4,0.6,0.4024,0.5976,0.35,-3.26E-08,-4.56E-09,35.0015773,8,0.0015773,1.00E-01
999,6040/20&20@4,5,1.00E-13,1.00E-12,20,20,0.4,0.6,0.457425,0.542575,0.35,-3.16E-08,-4.42E-09,35.0015698,8,0.0015698,1.00E+01
2858,5050mg/1&1@3,5,1.00E-13,1.00E-12,1,1,0.5,0.5,0.500025,0.499975,0.35,-3.25E-08,-4.55E-09,35.0017484,6,0.0017484,1.00E+01
3302,73same/50&50@2,5,1.00E-13,1.00E-13,50,50,0.3,0.7,0.2783,0.7217,0.35,-3.22E-08,-4.50E-09,35.0016437,6,0.0016437,1.00E+00
2250,5050mg/50&1@4,5,1.00E-13,1.00E-12,50,1,0.5,0.5,0.521475,0.478525,0.35,-4.09E-08,-5.73E-09,35.0022005,4,0.0022005,1.00E+01
112,50%50%/50&10@2,5,1.00E-12,1.00E-13,50,10,0.5,0.5,0.49415,0.50585,0.35,-3.15E-08,-4.41E-09,35.0015295,8,0.0015295,1.00E-01
3333,90%10% mg/100&1@3,5,1.00E-13,1.00E-12,100,1,0.1,0.9,0.10195,0.89805,0.35,-3.21E-08,-4.49E-09,35.0016983,6,0.0016983,1.00E+01
1446,50%50%/1&1@9,5,1.00E-13,1.00E-13,1,1,0.5,0.5,0.500075,0.499925,0.35,-3.63E-08,-5.08E-09,35.0015787,8,0.0015787,1.00E+00
1952,80%20%/100&20@5,5,1.00E-13,1.00E-13,100,20,0.2,0.8,0.164025,0.835975,0.35,-2.53E-08,-3.54E-09,35.0011035,8,0.0011035,1.00E+00
922,6040/10&1@7,5,1.00E-13,1.00E-12,10,1,0.4,0.6,0.388725,0.611275,0.35,-3.21E-08,-4.49E-09,35.0015777,8,0.0015777,1.00E+01
1624,60%40%/100&100@7,5,1.00E-13,1.00E-13,100,100,0.4,0.6,0.246375,0.753625,0.35,-2.75E-08,-3.85E-09,35.0012013,8,0.0012013,1.00E+00
3017,55/10&1@2,5,1.00E-12,1.00E-13,10,1,0.5,0.5,0.5032,0.4968,0.35,-3.24E-08,-4.54E-09,35.0017439,6,0.0017439,1.00E-01
1319,8020/50&1@4,5,1.00E-13,1.00E-12,50,1,0.2,0.8,0.215875,0.784125,0.35,-3.17E-08,-4.44E-09,35.0015679,8,0.0015679,1.00E+01
1663,60%40%/100&50@6,5,1.00E-13,1.00E-13,100,50,0.4,0.6,0.32275,0.67725,0.35,-2.55E-08,-3.57E-09,35.0011465,8,0.0011465,1.00E+00
815,5050/100&20@8,5,1.00E-13,1.00E-12,100,20,0.5,0.5,0.530625,0.469375,0.35,-3.16E-08,-4.42E-09,35.0015666,8,0.0015666,1.00E+01
2892,5050mg/100&50@2,5,1.00E-13,1.00E-12,100,50,0.5,0.5,0.4554,0.5446,0.35,-3.18E-08,-4.45E-09,35.0017127,6,0.0017127,1.00E+01
